"id","title","sort_title","song_form_id","description","contrafact_id","created_at","updated_at"
425,"The Most Beautiful Girl In The World","MOST BEAUTIFUL GIRL IN THE WORLD",6,,,,
426,"I Wish You Love","I WISH YOU LOVE",6,,,,
427,"I Believe In You","I BELIEVE IN YOU",6,,,,
428,"More","MORE",6,,,,
429,"I Can't Stop Loving You","I CANT STOP LOVING YOU",6,,,,
430,"Hello Dolly","HELLO DOLLY",6,,,,
431,"Wives And Lovers","WIVES AND LOVERS",6,,,,
432,"Please Be Kind","PLEASE BE KIND",6,,,,
433,"The Tender Trap","TENDER TRAP",6,,,,
434,"Looking At The World Thru Rose Colored Glasses","LOOKING AT THE WORLD THRU ROSE COLORED GLASSES",6,,,,
435,"My Kind Of Girl","MY KIND OF GIRL",6,,,,
436,"I Only Have Eyes For You","I ONLY HAVE EYES FOR YOU",6,,,,
437,"Nice Work If You Can Get It","NICE WORK IF YOU CAN GET IT",6,,,,
438,"Learnin' The Blues","LEARNIN THE BLUES",6,,,,
439,"I Won't Dance","I WONT DANCE",6,,,,
440,"Daybreak","DAYBREAK",6,,,,
441,"You Lucky People, You","YOU LUCKY PEOPLE YOU",6,,,,
442,"It Started All Over Again","IT STARTED ALL OVER AGAIN",6,,,,
443,"Hear My Song, Violetta","HEAR MY SONG VIOLETTA",6,,,,
444,"The Call Of The Canyon","CALL OF THE CANYON",6,,,,
445,"I Haven't Time To Be A Millionaire","I HAVENT TIME TO BE A MILLIONAIRE",6,,,,
446,"All This And Heaven Too","ALL THIS AND HEAVEN TOO",6,,,,
447,"You're Breaking My Heart All Over Again","YOURE BREAKING MY HEART ALL OVER AGAIN",6,,,,
448,"Pale Moon","PALE MOON",6,,,,
449,"Love Me As I Am","LOVE ME AS I AM",6,,,,
450,"I'll Never Let A Day Pass By","ILL NEVER LET A DAY PASS BY",6,,,,
451,"The Sunshine Of Your Smile","SUNSHINE OF YOUR SMILE",6,,,,
452,"Where Do You Keep Your Heart","WHERE DO YOU KEEP YOUR HEART",6,,,,
453,"The World Is In My Arms","WORLD IS IN MY ARMS",6,,,,
454,"You're Lonely And I'm Lonely","YOURE LONELY AND IM LONELY",6,,,,
455,"Poor You","POOR YOU",6,,,,
456,"The Night We Called It A Day","NIGHT WE CALLED IT A DAY",6,,,,
457,"The Lamplighter's Seranade","LAMPLIGHTERS SERANADE",6,,,,
458,"The Song Is You","SONG IS YOU",6,,,,
459,"I Wish I Were In Love Again","I WISH I WERE IN LOVE AGAIN",6,,,,
460,"I Got Plenty O' Nuttin'","I GOT PLENTY O NUTTIN",6,,,,
461,"I Guess I'll Have To Change My Plans","I GUESS ILL HAVE TO CHANGE MY PLANS",6,,,,
462,"Stars Fell On Alabama","STARS FELL ON ALABAMA",6,,,,
463,"No One Ever Tells You","NO ONE EVER TELLS YOU",6,,,,
464,"Lonesome Road","LONESOME ROAD",6,,,,
465,"You'd Be So Nice To Come Home To","YOUD BE SO NICE TO COME HOME TO",6,,,,
466,"Squeezin'","SQUEEZIN",6,,,,
467,"From This Moment On","FROM THIS MOMENT ON",6,,,,
468,"If I Had You","IF I HAD YOU",6,,,,
469,"Oh! Look At Me Now","OH LOOK AT ME NOW",6,,,,
470,"Ciribiribin","CIRIBIRIBIN",6,,,,
471,"You'll Never Know","YOULL NEVER KNOW",6,,,,
472,"If You Are But A Dream","IF YOU ARE BUT A DREAM",6,,,,
473,"Nancy (With The Laughing Face)","NANCY WITH THE LAUGHING FACE",6,,,,
474,"The House I Live In","HOUSE I LIVE IN",6,,,,
475,"If I Loved You","IF I LOVED YOU",6,,,,
476,"Soliloquy","SOLILOQUY",6,,,,
477,"Ol' Man River","OL MAN RIVER",6,,,,
478,"You'll Never Walk Alone","YOULL NEVER WALK ALONE",6,,,,
479,"Castle Rock","CASTLE ROCK",6,,,,
480,"Why Was I Born","WHY WAS I BORN",6,,,,
481,"The Birth Of The Blues","BIRTH OF THE BLUES",6,,,,
482,"I'm Glad There Is You","IM GLAD THERE IS YOU",6,,,,
483,"Laura","LAURA",6,,,,
484,"Put Your Dreams Away","PUT YOUR DREAMS AWAY",6,,,,
485,"When You're Smiling","WHEN YOURE SMILING",6,,,,
486,"Blue Moon","BLUE MOON",6,,,,
487,"S'posin'","SPOSIN",6,,,,
488,"It All Depends On You","IT ALL DEPENDS ON YOU",6,,,,
489,"It's Only A Paper Moon","ITS ONLY A PAPER MOON",6,,,,
490,"My Blue Heaven","MY BLUE HEAVEN",6,,,,
491,"Should I","SHOULD I",6,,,,
492,"September In The Rain","SEPTEMBER IN THE RAIN",6,,,,
493,"Always","ALWAYS",6,,,,
494,"I Can't Believe That You're In Love With Me","I CANT BELIEVE THAT YOURE IN LOVE WITH ME",6,,,,
495,"You Do Something To Me","YOU DO SOMETHING TO ME",6,,,,
496,"Sentimental Baby","SENTIMENTAL BABY",6,,,,
497,"Hidden Persuasion","HIDDEN PERSUASION",6,,,,
498,"Ol' MacDonald","OL MACDONALD",6,,,,
499,"My Melancholy Baby","MY MELANCHOLY BABY",6,,,,
500,"For Every Man There's A Woman","FOR EVERY MAN THERES A WOMAN",6,,,,
501,"I Don't Know Why","I DONT KNOW WHY",6,,,,
502,"Love Me","LOVE ME",6,,,,
503,"There's No Business Like Show Business","THERES NO BUSINESS LIKE SHOW BUSINESS",6,,,,
504,"Oh What A Beautiful Morning","OH WHAT A BEAUTIFUL MORNING",6,,,,
505,"Bess Oh Where Is My Bess","BESS OH WHERE IS MY BESS",6,,,,
506,"Saturday Night","SATURDAY NIGHT",6,,,,
507,"Poinciana","POINCIANA",6,,,,
508,"I'm A Fool To Want You","IM A FOOL TO WANT YOU",6,,,,
509,"I Could Write A Book","I COULD WRITE A BOOK",6,,,,
510,"All The Things You Are","ALL THE THINGS YOU ARE",6,,,,
512,"Mean To Me","MEAN TO ME",6,,,,
513,"Deep Night","DEEP NIGHT",6,,,,
514,"Why Can't You Behave","WHY CANT YOU BEHAVE",6,,,,
515,"You Can Take My Word For It Baby","YOU CAN TAKE MY WORD FOR IT BABY",6,,,,
516,"Blue Skies","BLUE SKIES",6,,,,
517,"The Continental","CONTINENTAL",6,,,,
518,"It's The Same Old Dream","ITS THE SAME OLD DREAM",6,,,,
519,"How Old Am I?","HOW OLD AM I",6,,,,
520,"Don't Wait Too Long","DONT WAIT TOO LONG",6,,,,
521,"It Gets Lonely Early","IT GETS LONELY EARLY",6,,,,
522,"The Man In The Looking Glass","MAN IN THE LOOKING GLASS",6,,,,
523,"When The Wind Was Green","WHEN THE WIND WAS GREEN",6,,,,
524,"Hello Young Lovers","HELLO YOUNG LOVERS",6,,,,
525,"I See It Now","I SEE IT NOW",6,,,,
526,"Where Are You?","WHERE ARE YOU",6,,,,
527,"I Cover The Waterfront","I COVER THE WATERFRONT",6,,,,
528,"Maybe You'll Be There","MAYBE YOULL BE THERE",6,,,,
529,"Autumn Leaves [aka Les Feuilles Mortes]","AUTUMN LEAVES AKA LES FEUILLES MORTES",6,,,,
530,"I Think Of You","I THINK OF YOU",6,,,,
531,"Baby, Won't You Please Come Home","BABY WONT YOU PLEASE COME HOME",6,,,,
532,"I Can Read Between The Lines","I CAN READ BETWEEN THE LINES",6,,,,
533,"It Worries Me","IT WORRIES ME",6,,,,
534,"Rain (Falling From The Skies)","RAIN FALLING FROM THE SKIES",6,,,,
535,"Only The Lonely","ONLY THE LONELY",6,,,,
536,"What's New","WHATS NEW",6,,,,
537,"It's A Lonesome Old Town","ITS A LONESOME OLD TOWN",6,,,,
538,"Good-Bye","GOOD-BYE",6,,,,
539,"Blues In The Night","BLUES IN THE NIGHT",1,,,,
540,"Ebb Tide","EBB TIDE",6,,,,
541,"Spring Is Here","SPRING IS HERE",6,,,,
542,"Gone With The Wind","GONE WITH THE WIND",6,,,,
543,"Sleep Warm","SLEEP WARM",6,,,,
544,"Tina","TINA",6,,,,
545,"Without A Song","WITHOUT A SONG",6,,,,
546,"All Alone","ALL ALONE",6,,,,
547,"What'll I Do","WHATLL I DO",6,,,,
548,"Don' 'Cha Go 'Way Mad","DON CHA GO WAY MAD",6,,,,
549,"A Garden In The Rain","GARDEN IN THE RAIN",6,,,,
550,"A Nightingale Sang In Berkeley Square","NIGHTINGALE SANG IN BERKELEY SQUARE",6,,,,
551,"Me And My Shadow","ME AND MY SHADOW",6,,,,
552,"I Have Dreamed","I HAVE DREAMED",6,,,,
553,"America The Beautiful","AMERICA THE BEAUTIFUL",6,,,,
554,"California","CALIFORNIA",6,,,,
555,"Luck Be A Lady","LUCK BE A LADY",6,,,,
556,"Here's To The Losers","HERES TO THE LOSERS",6,,,,
557,"The Way You Look Tonight","WAY YOU LOOK TONIGHT",6,,,,
558,"Love And Marriage","LOVE AND MARRIAGE",6,,,,
559,"Moonlight Serenade","MOONLIGHT SERENADE",6,,,,
560,"I Wished On The Moon","I WISHED ON THE MOON",6,,,,
561,"Oh, You Crazy Moon","OH YOU CRAZY MOON",6,,,,
562,"Street Of Dreams","STREET OF DREAMS",6,,,,
563,"That's Life","THATS LIFE",6,,,,
564,"Drinking Again","DRINKING AGAIN",6,,,,
565,"Somethin' Stupid","SOMETHIN STUPID",6,,,,
566,"My Way [aka Comme D'Habitude]","MY WAY AKA COMME DHABITUDE",6,,,,
567,"Wave","WAVE",6,,,,
568,"Forget To Remember","FORGET TO REMEMBER",6,,,,
569,"What Are You Doing The Rest Of Your Life","WHAT ARE YOU DOING THE REST OF YOUR LIFE",6,,,,
570,"Just As Though You Were Here","JUST AS THOUGH YOU WERE HERE",6,,,,
571,"Empty Tables","EMPTY TABLES",6,,,,
572,"I Love My Wife","I LOVE MY WIFE",6,,,,
573,"My Shining Hour","MY SHINING HOUR",6,,,,
574,"More Than You Know","MORE THAN YOU KNOW",6,,,,
575,"New York, New York","NEW YORK NEW YORK",6,,,,
576,"The Gal That Got Away","GAL THAT GOT AWAY",6,,,,
577,"A Long Night","LONG NIGHT",6,,,,
578,"Here's To The Band","HERES TO THE BAND",6,,,,
579,"It's Sunday","ITS SUNDAY",6,,,,
580,"Mack The Knife [aka Moritat]","MACK THE KNIFE AKA MORITAT",6,,,,
581,"Come Dance With Me","COME DANCE WITH ME",6,,,,
582,"Something's Gotta Give","SOMETHINGS GOTTA GIVE",6,,,,
583,"Too Close For Comfort","TOO CLOSE FOR COMFORT",6,,,,
585,"Nothing In Common","NOTHING IN COMMON",6,,,,
586,"Same Old Song And Dance","SAME OLD SONG AND DANCE",6,,,,
587,"How Are Ya' Fixed For Love","HOW ARE YA FIXED FOR LOVE",6,,,,
588,"Dear Heart","DEAR HEART",6,,,,
589,"Come Blow Your Horn","COME BLOW YOUR HORN",6,,,,
590,"Love Isn't Just For The Young","LOVE ISNT JUST FOR THE YOUNG",6,,,,
592,"Pass Me By","PASS ME BY",6,,,,
593,"Softly, As I Leave You","SOFTLY AS I LEAVE YOU",6,,,,
594,"Then Suddenly Love","THEN SUDDENLY LOVE",6,,,,
595,"Available","AVAILABLE",6,,,,
596,"Talk To Me Baby","TALK TO ME BABY",6,,,,
597,"The Look Of Love","LOOK OF LOVE",6,,,,
598,"Santa Claus Is Comin' To Town","SANTA CLAUS IS COMIN TO TOWN",6,,,,
599,"Christmas Dreaming","CHRISTMAS DREAMING",6,,,,
601,"Have Yourself A Merry Little Christmas","HAVE YOURSELF A MERRY LITTLE CHRISTMAS",6,,,,
602,"Jingle Bells","JINGLE BELLS",6,,,,
603,"It Came Upon A Midnight Clear","IT CAME UPON A MIDNIGHT CLEAR",6,,,,
604,"O Little Town Of Bethlehem","O LITTLE TOWN OF BETHLEHEM",6,,,,
605,"Adeste Fidelis","ADESTE FIDELIS",6,,,,
606,"Silent Night","SILENT NIGHT",6,,,,
607,"The Christmas Song","CHRISTMAS SONG",6,,,,
608,"Mistletoe And Holly","MISTLETOE AND HOLLY",6,,,,
609,"I'll Be Home For Christmas","ILL BE HOME FOR CHRISTMAS",6,,,,
610,"The Christmas Waltz","CHRISTMAS WALTZ",6,,,,
611,"The First Noel","FIRST NOEL",6,,,,
612,"Hark! The Herald Angels Sing","HARK THE HERALD ANGELS SING",6,,,,
613,"How Long Has This Been Going On","HOW LONG HAS THIS BEEN GOING ON",6,,,,
614,"I Was Doing All Right","I WAS DOING ALL RIGHT",6,,,,
615,"Moon Song","MOON SONG",6,,,,
616,"Let's Do It","LETS DO IT",6,,,,
617,"St. Louis Blues","ST LOUIS BLUES",6,,,,
618,"Yellow Dog Blues","YELLOW DOG BLUES",6,,,,
619,"Loveless Love","LOVELESS LOVE",6,,,,
620,"Aunt Hagar's Blues","AUNT HAGARS BLUES",6,,,,
621,"Long Gone","LONG GONE",6,,,,
622,"The Memphis Blues","MEMPHIS BLUES",6,,,,
623,"Beale Street Blues","BEALE STREET BLUES",6,,,,
624,"Ole Miss","OLE MISS",6,,,,
625,"Chantez-Les Bas","CHANTEZ-LES BAS",6,,,,
626,"Hesitating Blues","HESITATING BLUES",6,,,,
627,"Atlanta Blues","ATLANTA BLUES",6,,,,
629,"Easy Living","EASY LIVING",6,,,,
630,"That Ole Devil Called Love","THAT OLE DEVIL CALLED LOVE",6,,,,
631,"You're My Thrill","YOURE MY THRILL",6,,,,
632,"Crazy She Calls Me [see Crazy He Calls Me]","CRAZY SHE CALLS ME SEE CRAZY HE CALLS ME",6,,,,
633,"There Is No Greater Love","THERE IS NO GREATER LOVE",6,,,,
634,"Don't Explain","DONT EXPLAIN",6,,,,
635,"Battle Royal","BATTLE ROYAL",6,,,,
636,"To You","TO YOU",6,,,,
637,"Take The \A\"" Train""","TAKE THE A TRAIN",6,,,,
638,"Wild Man","WILD MAN",6,,,,
639,"Segue In C","SEGUE IN C",6,,,,
640,"B D B","B D B",6,,,,
641,"Jumpin' At The Woodside","JUMPIN AT THE WOODSIDE",6,,,,
642,"The World Is Mad","WORLD IS MAD",6,,,,
644,"Moten Swing","MOTEN SWING",6,,,,
645,"I Want A Little Girl","I WANT A LITTLE GIRL",6,,,,
646,"Honeysuckle Rose","HONEYSUCKLE ROSE",6,,,,
647,"Blue Turning Grey Over You","BLUE TURNING GREY OVER YOU",6,,,,
648,"I'm Crazy 'Bout My Baby And My Baby's Crazy 'Bout","IM CRAZY BOUT MY BABY AND MY BABYS CRAZY BOUT",6,,,,
649,"Squeeze Me","SQUEEZE ME",6,,,,
650,"Keepin' Out Of Mischief Now","KEEPIN OUT OF MISCHIEF NOW",6,,,,
651,"All That Meat And No Potatoes","ALL THAT MEAT AND NO POTATOES",6,,,,
652,"I've Got A Feeling I'm Falling","IVE GOT A FEELING IM FALLING",6,,,,
653,"Black And Blue","BLACK AND BLUE",6,,,,
654,"Ain't Misbehavin'","AINT MISBEHAVIN",6,,,,
655,"The Deacon","DEACON",6,,,,
656,"Cute","CUTE",6,,,,
657,"In A Mellotone","IN A MELLOTONE",6,,,,
658,"No Moon At All","NO MOON AT ALL",6,,,,
659,"Cherry Red","CHERRY RED",6,,,,
660,"Can't Leave That Woman Alone","CANT LEAVE THAT WOMAN ALONE",6,,,,
661,"Roll 'Em Pete","ROLL EM PETE",6,,,,
662,"Cherry Point","CHERRY POINT",6,,,,
663,"Whirly-Bird","WHIRLY-BIRD",6,,,,
664,"Splanky","SPLANKY",6,,,,
665,"Counter Block","COUNTER BLOCK",6,,,,
666,"Lil' Darlin'","LIL DARLIN",6,,,,
667,"Who, Me?","WHO ME",6,,,,
668,"Five O'Clock In The Morning","FIVE OCLOCK IN THE MORNING",6,,,,
669,"In The Night","IN THE NIGHT",6,,,,
670,"Smack Dab In The Middle","SMACK DAB IN THE MIDDLE",6,,,,
671,"Every Day I Have The Blues","EVERY DAY I HAVE THE BLUES",6,,,,
672,"Back To The Apple","BACK TO THE APPLE",6,,,,
673,"Let's Have A Taste","LETS HAVE A TASTE",6,,,,
674,"You're A Memory","YOURE A MEMORY",6,,,,
675,"The Comeback","COMEBACK",6,,,,
676,"Hallelujah I Love Her So","HALLELUJAH I LOVE HER SO",6,,,,
677,"A Little Tempo, Please","LITTLE TEMPO PLEASE",6,,,,
678,"Blues Backstage","BLUES BACKSTAGE",1,,,,
679,"So Young, So Beautiful","SO YOUNG SO BEAUTIFUL",6,,,,
680,"Gee Baby, Ain't I Good To You","GEE BABY AINT I GOOD TO YOU",6,,,,
681,"Don't Push, Don't Pull","DONT PUSH DONT PULL",6,,,,
682,"Basie","BASIE",6,,,,
683,"Corner Pocket","CORNER POCKET",6,,,,
684,"I Needs To Be Bee'd With","I NEEDS TO BE BEED WITH",6,,,,
685,"Pretty Eyes","PRETTY EYES",6,,,,
686,"Easin' It","EASIN IT",6,,,,
687,"Discommotion","DISCOMMOTION",6,,,,
688,"Red Hot Mama","RED HOT MAMA",6,,,,
689,"Person To Person","PERSON TO PERSON",6,,,,
690,"Teach Me Tonight","TEACH ME TONIGHT",6,,,,
691,"Lullaby Of Birdland","LULLABY OF BIRDLAND",6,,,,
692,"Little Pony","LITTLE PONY",6,,,,
693,"The Midnight Sun Will Never Set","MIDNIGHT SUN WILL NEVER SET",6,,,,
694,"The Moon Is Not Green","MOON IS NOT GREEN",6,,,,
695,"Make Me A Present Of You","MAKE ME A PRESENT OF YOU",6,,,,
696,"All Right, OK, You Win","ALL RIGHT OK YOU WIN",6,,,,
697,"Good Time Blues","GOOD TIME BLUES",6,,,,
698,"Blee Blop Blues [aka Normania]","BLEE BLOP BLUES AKA NORMANIA",6,,,,
699,"It Won't Be Long","IT WONT BE LONG",6,,,,
700,"The Elder","ELDER",6,,,,
701,"The Diplomat Speaks","DIPLOMAT SPEAKS",6,,,,
702,"Easy Money","EASY MONEY",6,,,,
703,"Four, Five, Six","FOUR FIVE SIX",6,,,,
704,"Ours Alone","OURS ALONE",6,,,,
705,"Mama Dev Blues","MAMA DEV BLUES",6,,,,
706,"Summer Frost","SUMMER FROST",6,,,,
707,"For Lena And Lennie","FOR LENA AND LENNIE",6,,,,
708,"Blues In Hoss' Flat","BLUES IN HOSS FLAT",1,,,,
709,"Bluish Grey","BLUISH GREY",6,,,,
710,"Bread","BREAD",6,,,,
711,"Plymouth Rock","PLYMOUTH ROCK",6,,,,
712,"Be My Guest","BE MY GUEST",6,,,,
713,"The Touch Of Your Lips","TOUCH OF YOUR LIPS",6,,,,
714,"Sweet And Purty","SWEET AND PURTY",6,,,,
715,"I Got It Bad (And That Ain't Good)","I GOT IT BAD AND THAT AINT GOOD",6,,,,
716,"Peace Pipe","PEACE PIPE",6,,,,
717,"Prelude","PRELUDE",6,,,,
718,"Sixteen Men Swinging","SIXTEEN MEN SWINGING",6,,,,
719,"'Deed I Do","DEED I DO",6,,,,
720,"The Third Stage","THIRD STAGE",6,,,,
721,"Back Water Blues","BACK WATER BLUES",6,,,,
722,"Royal Blue","ROYAL BLUE",6,,,,
723,"Peppermint Pipes","PEPPERMINT PIPES",6,,,,
724,"One Note Samba [aka Samba De Uma Nota So]","ONE NOTE SAMBA AKA SAMBA DE UMA NOTA SO",6,,,,
725,"Slides 'n Hides","SLIDES N HIDES",6,,,,
726,"What's Your Number?","WHATS YOUR NUMBER",6,,,,
727,"Love Jumped Out","LOVE JUMPED OUT",6,,,,
728,"Broadway","BROADWAY",6,,,,
729,"Stampede In G Minor","STAMPEDE IN G MINOR",6,,,,
730,"Rockin' The Blues","ROCKIN THE BLUES",6,,,,
731,"Jump The Blues Away","JUMP THE BLUES AWAY",6,,,,
732,"The Jitters","JITTERS",6,,,,
733,"Tuesday At Ten","TUESDAY AT TEN",6,,,,
734,"Undecided Blues","UNDECIDED BLUES",6,,,,
735,"I Do Mean You","I DO MEAN YOU",6,,,,
736,"9:20 Special","9:20 SPECIAL",6,,,,
737,"Feedin' The Bean","FEEDIN THE BEAN",6,,,,
738,"Clap Hands, Here Comes Charlie","CLAP HANDS HERE COMES CHARLIE",6,,,,
739,"Dickie's Dream","DICKIES DREAM",6,,,,
740,"Lester Leaps In","LESTER LEAPS IN",6,,,,
741,"The Apple Jump","APPLE JUMP",6,,,,
742,"I Left My Baby","I LEFT MY BABY",6,,,,
743,"Tickle Toe","TICKLE TOE",6,,,,
744,"Louisiana","LOUISIANA",6,,,,
745,"Easy Does It","EASY DOES IT",6,,,,
746,"Let Me See","LET ME SEE",6,,,,
747,"Blow Top","BLOW TOP",6,,,,
748,"Gone With What Wind","GONE WITH WHAT WIND",6,,,,
749,"Super Chief","SUPER CHIEF",6,,,,
750,"Oh, Lady Be Good","OH LADY BE GOOD",6,,,,
751,"Goin' To Chicago Blues","GOIN TO CHICAGO BLUES",6,,,,
752,"Live And Love Tonight","LIVE AND LOVE TONIGHT",6,,,,
753,"Love Me Or Leave Me","LOVE ME OR LEAVE ME",6,,,,
754,"Rock-A-Bye Basie","ROCK-A-BYE BASIE",6,,,,
755,"Baby, Don't Tell On Me","BABY DONT TELL ON ME",6,,,,
756,"If I Could Be With You One Hour Tonight","IF I COULD BE WITH YOU ONE HOUR TONIGHT",6,,,,
757,"Taxi War Dance","TAXI WAR DANCE",6,,,,
758,"Jump For Me","JUMP FOR ME",6,,,,
759,"Twelfth Street Rag","TWELFTH STREET RAG",6,,,,
762,"Lonesome Miss Pretty","LONESOME MISS PRETTY",6,,,,
763,"Nobody Knows","NOBODY KNOWS",6,,,,
764,"Pound Cake","POUND CAKE",6,,,,
765,"How Long Blues","HOW LONG BLUES",6,,,,
766,"Young And Foolish","YOUNG AND FOOLISH",6,,,,
767,"When In Rome","WHEN IN ROME",6,,,,
768,"Days Of Wine And Roses","DAYS OF WINE AND ROSES",6,,,,
769,"Don't Get Around Much Anymore","DONT GET AROUND MUCH ANYMORE",6,,,,
770,"On Green Dolphin Street","ON GREEN DOLPHIN STREET",6,,,,
771,"I'm Through With Love","IM THROUGH WITH LOVE",6,,,,
772,"Solitude","SOLITUDE",6,,,,
774,"I Let A Song Go Out Of My Heart","I LET A SONG GO OUT OF MY HEART",6,,,,
775,"When Lights Are Low","WHEN LIGHTS ARE LOW",6,,,,
776,"Crazy Rhythm","CRAZY RHYTHM",6,,,,
777,"Clear Out Of This World","CLEAR OUT OF THIS WORLD",6,,,,
778,"Londonderry Air [aka Danny Boy]","LONDONDERRY AIR AKA DANNY BOY",6,,,,
779,"Moments Like This","MOMENTS LIKE THIS",6,,,,
780,"When Love Was All We Had","WHEN LOVE WAS ALL WE HAD",6,,,,
781,"So Many Stars","SO MANY STARS",6,,,,
782,"Everybody Has The Blues","EVERYBODY HAS THE BLUES",6,,,,
783,"City Of Angels","CITY OF ANGELS",6,,,,
784,"Forget The Woman","FORGET THE WOMAN",6,,,,
785,"A Rainy Day","RAINY DAY",6,,,,
786,"The Day You Leave Me","DAY YOU LEAVE ME",6,,,,
787,"I Was Lost, I Was Drifting","I WAS LOST I WAS DRIFTING",6,,,,
788,"A Little Street Where Old Friends Meet","LITTLE STREET WHERE OLD FRIENDS MEET",6,,,,
789,"The Girl I Love","GIRL I LOVE",6,,,,
790,"It's Like Reaching For The Moon","ITS LIKE REACHING FOR THE MOON",6,,,,
791,"Speak Low","SPEAK LOW",6,,,,
792,"The Folks Who Live On The Hill","FOLKS WHO LIVE ON THE HILL",6,,,,
793,"A Weaver Of Dreams","WEAVER OF DREAMS",6,,,,
794,"Where Do You Go From Love","WHERE DO YOU GO FROM LOVE",6,,,,
795,"Where Did The Magic Go","WHERE DID THE MAGIC GO",6,,,,
796,"I've Come Home Again","IVE COME HOME AGAIN",6,,,,
797,"I'm In the Mood For Swing","IM IN THE MOOD FOR SWING",6,,,,
798,"Another Time, Another Place","ANOTHER TIME ANOTHER PLACE",6,,,,
799,"The Courtship","COURTSHIP",6,,,,
800,"Rock Me To Sleep","ROCK ME TO SLEEP",6,,,,
801,"Janel","JANEL",6,,,,
802,"The Romp","ROMP",6,,,,
803,"Summer Serenade","SUMMER SERENADE",6,,,,
804,"Not So Blue","NOT SO BLUE",6,,,,
805,"You, Only You","YOU ONLY YOU",6,,,,
806,"Blue Moonlight","BLUE MOONLIGHT",6,,,,
807,"South Side Samba","SOUTH SIDE SAMBA",6,,,,
808,"People Will Say We're In Love","PEOPLE WILL SAY WERE IN LOVE",6,,,,
809,"Love, Look Away","LOVE LOOK AWAY",6,,,,
810,"The Gentleman Is A Dope","GENTLEMAN IS A DOPE",6,,,,
811,"The Sweetest Sounds","SWEETEST SOUNDS",6,,,,
812,"You Took Advantage Of Me","YOU TOOK ADVANTAGE OF ME",6,,,,
813,"My Romance","MY ROMANCE",6,,,,
814,"Yours Sincerely","YOURS SINCERELY",6,,,,
815,"No Love, No Nothin'","NO LOVE NO NOTHIN",6,,,,
816,"Don't Fence Me In","DONT FENCE ME IN",6,,,,
817,"I Don't Want To Walk Without You Baby","I DONT WANT TO WALK WITHOUT YOU BABY",6,,,,
818,"Ev'ry Time We Say Goodbye","EVRY TIME WE SAY GOODBYE",6,,,,
819,"For All We Know","FOR ALL WE KNOW",6,,,,
820,"They're Either Too Young Or Too Old","THEYRE EITHER TOO YOUNG OR TOO OLD",6,,,,
821,"The More I See You","MORE I SEE YOU",6,,,,
822,"The White Cliffs Of Dover","WHITE CLIFFS OF DOVER",6,,,,
823,"Sweet Kentucky Ham","SWEET KENTUCKY HAM",6,,,,
824,"Miss Otis Regrets","MISS OTIS REGRETS",6,,,,
825,"Let There Be Love","LET THERE BE LOVE",6,,,,
826,"Lovers After All","LOVERS AFTER ALL",6,,,,
827,"We Fell In Love Anyway","WE FELL IN LOVE ANYWAY",6,,,,
828,"It Don't Mean A Thing","IT DONT MEAN A THING",6,,,,
829,"I'm Checking Out (Goombye)","IM CHECKING OUT GOOMBYE",6,,,,
830,"Of Course It's Crazy","OF COURSE ITS CRAZY",6,,,,
831,"Straighten Up And Fly Right","STRAIGHTEN UP AND FLY RIGHT",6,,,,
832,"Hey Baby","HEY BABY",6,,,,
833,"Sophisticated Lady","SOPHISTICATED LADY",6,,,,
834,"Me And You","ME AND YOU",6,,,,
835,"Passion Flower","PASSION FLOWER",6,,,,
836,"Grievin'","GRIEVIN",6,,,,
837,"Blue Rose","BLUE ROSE",6,,,,
838,"Little Joe From Chicago","LITTLE JOE FROM CHICAGO",6,,,,
839,"What Can I Say (After I Say I'm Sorry)","WHAT CAN I SAY AFTER I SAY IM SORRY",6,,,,
840,"I Wanna Turn Out My Light","I WANNA TURN OUT MY LIGHT",6,,,,
841,"You Call It Madness But I Call It Love","YOU CALL IT MADNESS BUT I CALL IT LOVE",6,,,,
842,"Don't Blame Me","DONT BLAME ME",6,,,,
843,"Three Little Words","THREE LITTLE WORDS",6,,,,
844,"How High The Moon","HOW HIGH THE MOON",6,,,,
845,"I Got Rhythm","I GOT RHYTHM",6,,,,
846,"Bésame Mucho","BÉSAME MUCHO",6,,,,
849,"Back Home Again In Indiana","BACK HOME AGAIN IN INDIANA",6,,,,
850,"Is You Is Or Is You Ain't My Baby","IS YOU IS OR IS YOU AINT MY BABY",6,,,,
851,"I Can't Give You Anything But Love","I CANT GIVE YOU ANYTHING BUT LOVE",6,,,,
852,"Shoo Shoo Baby","SHOO SHOO BABY",6,,,,
853,"Miss Thing","MISS THING",6,,,,
854,"It Only Happens Once","IT ONLY HAPPENS ONCE",6,,,,
855,"Swinging The Blues","SWINGING THE BLUES",6,,,,
856,"Baby","BABY",6,,,,
857,"Boogie A La King","BOOGIE A LA KING",6,,,,
858,"Rosetta","ROSETTA",6,,,,
859,"The Man I Love","MAN I LOVE",6,,,,
860,"Liza","LIZA",6,,,,
862,"I'm In the Mood For Love","IM IN THE MOOD FOR LOVE",6,,,,
863,"That'll Just 'Bout Knock Me Out","THATLL JUST BOUT KNOCK ME OUT",6,,,,
864,"You Must Be Blind","YOU MUST BE BLIND",6,,,,
865,"I May Be Wrong But I Think You're Wonderful","I MAY BE WRONG BUT I THINK YOURE WONDERFUL",6,,,,
